UniqueIdentifier,Department,WorkingStructure,Age,DISC,DISCFirstLetter,DISCFirst2Letters,Nationality,OrganizationalUnit,Gender,HolidayUsed,DevelopmentHours,Year,Level,Performance,FTE,TargetAchievementPortfolio,LeadershipBehaviorPortfolio,Salary,LengthOfService,TargetAchievement,LeadershipBehavior,Title,AbbrOfPosition
918,Department3,Team3,44,SIDC,S,SI,Scottish,PLN,Female,33,97,2016,2016,2,0.5,1,4,9662,8.09,3,2,SF-Z-4GB03_G7,FL I
920,Department5,Team5,23,CISD,C,CI,German,PLN,Male,7,3,2016,2016,4,1.0,2,3,3569,10.37,3,1,SF-Z-1GB03_G10,FL I
921,Department1,Team6,40,SCID,S,SC,Italian,SEK,Female,3,35,2017,2017,1,1.0,3,4,11904,21.64,3,2,SF3-JPGB03_G12,FL VI
922,Department2,Team7,44,DSCI,D,DS,Spanish,CNY,Male,22,56,2016,2016,4,0.5,3,3,16479,25.84,3,2,SF1-UK-IEGB3_G9,FL II
923,Department3,Team8,22,DIS,D,DI,Japanese,DKK,Female,13,63,2017,2017,4,0.4,4,1,5249,16.6,3,1,SF1-UK-IEGB3_G9,FL II
924,Department4,Team9,76,SIC,S,SI,Italian,COP,Male,1,77,2017,2017,4,1.0,2,2,5214,16.58,2,3,FG-63GB03_G9,FL VI
925,Department5,Team10,68,SID,S,SI,Irish,CNY,Female,11,95,2016,2016,5,1.0,4,4,15091,24.4,2,3,SF1-UK-IEGB3_G9,FL V
926,Department1,Team11,54,IC,I,IC,Spanish,USD,Male,4,101,2017,2017,3,0.5,1,3,4117,14.02,4,3,FG-63GB03_G9,FL VI
927,Department2,Team12,31,IDSC,I,ID,American,CNY,Male,15,17,2017,2017,3,0.4,2,3,2239,2.68,2,1,SF-Z-1GB03_G10,FL I
928,Department3,Team13,34,IDC,I,ID,Polish,EUR,Female,9,22,2016,2016,4,1.0,2,3,11065,22.63,3,1,SF-Z-1GB03_G10,FL II
929,Department4,Team14,23,SCI,S,SC,Irish,IDR,Female,27,37,2017,2017,5,1.0,1,2,4636,15.73,2,4,SF3-JPGB03_G12,FL I
930,Department5,Team15,54,CS,C,CS,German,IDR,Female,37,76,2016,2016,4,1.0,2,1,12038,29.21,5,4,SF1-UK-IEGB3_G9,FL II
931,Department1,Team1,34,CIDS,C,CI,Scottish,MNT,Female,9,65,2017,2017,5,0.4,1,1,16949,26.02,1,1,FG-63GB03_G9,FL I
933,Department3,Team3,32,DIC,D,DI,Spanish,CZK,Female,1,35,2016,2016,1,0.8,2,1,8147,1.04,1,2,SF-Z-1GB03_G10,FL II
934,Department4,Team4,23,SD,S,SD,Scottish,EUR,Male,12,58,2017,2017,2,1.0,2,2,18331,4.16,2,1,FG-63GB03_G9,FL VI
935,Department5,Team5,34,ISDC,I,IS,Polish,NIO,Male,8,10,2016,2016,2,1.0,3,4,4891,25.05,3,5,SF-Z-4GB03_G7,FL II
936,Department1,Team6,32,ICDS,I,IC,Polish,PLN,Male,38,116,2016,2016,3,1.0,1,3,13844,16.91,5,2,FG-63GB03_G9,FL V
937,Department2,Team7,54,IS,I,IS,American,MXN,Female,1,16,2016,2016,1,1.0,2,4,10498,9.18,2,3,FG-63GB03_G9,FL I
938,Department3,Team8,21,IDC,I,ID,British,BRL,Female,37,50,2016,2016,4,1.0,3,3,10743,1.97,2,2,SF-Z-1GB03_G10,FL V
939,Department4,Team9,56,SCID,S,SC,American,IDR,Female,36,29,2017,2017,4,1.0,2,3,8002,3.67,2,4,SF-Z-4GB03_G7,FL II
940,Department5,Team10,63,CS,C,CS,German,PLN,Female,3,14,2016,2016,4,1.0,1,3,11074,7.91,4,1,SF1-UK-IEGB3_G9,FL V
941,Department1,Team11,34,DIS,D,DI,German,CNY,Female,29,19,2017,2017,4,0.6,3,2,4002,16.48,1,5,SF1-UK-IEGB3_G9,FL II
942,Department2,Team12,34,SID,S,SI,British,RUB,Female,23,92,2017,2017,1,1.0,2,3,1597,17.53,1,1,SF-Z-4GB03_G7,FL V
943,Department3,Team13,32,CSDI,C,CS,Japanese,AMD,Female,6,29,2017,2017,5,0.8,3,1,11758,6.66,5,5,SF-Z-4GB03_G7,FL II
944,Department4,Team14,25,ISD,I,IS,American,PKR,Male,3,79,2016,2016,1,1.0,3,1,5827,18.06,4,2,SF-Z-4GB03_G7,FL I
945,Department5,Team15,21,DCI,D,DC,Scottish,CNY,Male,24,98,2017,2017,5,0.8,3,1,12702,19.79,4,1,SF-Z-4GB03_G7,FL II
946,Department1,Team1,25,SCI,S,SC,American,EUR,Male,4,83,2017,2017,2,1.0,2,1,12820,15.5,4,2,SF1-UK-IEGB3_G9,FL VI
947,Department2,Team2,32,ISD,I,IS,Irish,IDR,Male,3,63,2017,2017,1,0.5,4,1,10397,8.11,4,1,SF-Z-4GB03_G7,FL VI
948,Department3,Team3,23,IDCS,I,ID,American,CNY,Female,21,54,2016,2016,5,1.0,1,1,7795,11.48,3,5,SF3-JPGB03_G12,FL II
949,Department4,Team4,42,IDS,I,ID,Polish,NGN,Male,4,33,2017,2017,5,0.5,4,4,11218,27.52,4,4,FG-63GB03_G9,FL VI
950,Department5,Team5,61,DIS,D,DI,American,CNY,Female,30,73,2016,2016,2,1.0,1,3,4273,18.85,5,1,SF1-UK-IEGB3_G9,FL VI
951,Department1,Team6,23,CDS,C,CD,Polish,LBP,Male,22,118,2016,2016,1,1.0,1,4,4923,20.78,3,4,SF1-UK-IEGB3_G9,FL V
952,Department2,Team7,25,SCDI,S,SC,Spanish,JPY,Male,21,47,2016,2016,4,1.0,2,1,11017,29.12,3,1,SF-Z-4GB03_G7,FL II
953,Department3,Team8,76,SC,S,SC,American,NGN,Female,32,10,2017,2017,4,1.0,3,1,7203,11.45,3,1,SF-Z-4GB03_G7,FL VI
954,Department4,Team9,23,DS,D,DS,British,EUR,Female,24,19,2017,2017,1,1.0,2,3,18436,19.21,2,2,SF-Z-1GB03_G10,FL VI
955,Department5,Team10,68,D,D,D,Polish,CUP,Male,19,29,2016,2016,4,1.0,2,3,2804,14.93,4,3,SF3-JPGB03_G12,FL VI
956,Department1,Team11,56,SIC,S,SI,German,RSD,Male,7,17,2016,2016,4,1.0,2,4,16569,25.0,2,1,SF-Z-1GB03_G10,FL V
957,Department2,Team12,23,CDIS,C,CD,German,CNY,Male,7,108,2016,2016,4,1.0,2,4,18885,27.71,3,2,SF-Z-1GB03_G10,FL II
958,Department3,Team13,23,ID,I,ID,French,EUR,Male,13,29,2016,2016,2,1.0,1,1,8001,22.95,2,5,SF3-JPGB03_G12,FL I
959,Department4,Team14,34,IS,I,IS,Irish,DOP,Male,27,86,2017,2017,4,0.5,4,4,16827,6.89,1,3,SF-Z-1GB03_G10,FL VI
960,Department5,Team15,54,CSDI,C,CS,Scottish,CNY,Female,3,22,2017,2017,2,1.0,2,3,10400,16.06,3,4,SF-Z-1GB03_G10,FL II
961,Department1,Team1,23,CSID,C,CS,Scottish,CNY,Female,30,51,2017,2017,1,0.5,3,2,6681,9.87,3,2,SF-Z-1GB03_G10,FL V
962,Department2,Team2,40,CID,C,CI,French,PHP,Male,35,20,2016,2016,3,1.0,3,3,9306,13.1,1,4,SF-Z-4GB03_G7,FL V
963,Department3,Team3,21,CSID,C,CS,Scottish,RUB,Female,12,92,2016,2016,2,1.0,3,2,17697,9.74,5,2,SF1-UK-IEGB3_G9,FL II
964,Department4,Team4,34,CS,C,CS,American,MAD,Female,6,110,2017,2017,2,1.0,2,3,16711,8.98,1,4,SF-Z-1GB03_G10,FL VI
965,Department5,Team5,56,ISDC,I,IS,British,PHP,Female,13,63,2017,2017,5,1.0,3,4,1679,16.08,2,1,SF1-UK-IEGB3_G9,FL I
966,Department1,Team6,25,CSI,C,CS,Scottish,EUR,Female,10,5,2017,2017,3,0.8,1,2,7838,29.39,1,3,SF-Z-1GB03_G10,FL V
967,Department2,Team7,56,SI,S,SI,Scottish,EUR,Female,30,76,2017,2017,3,0.5,1,3,11238,6.52,2,2,FG-63GB03_G9,FL I
968,Department3,Team8,21,CSI,C,CS,German,SEK,Female,23,99,2016,2016,1,1.0,4,3,14250,8.36,5,3,FG-63GB03_G9,FL VI
969,Department4,Team9,23,D,D,D,Japanese,PHP,Female,5,7,2017,2017,3,0.8,2,2,7256,10.65,4,2,SF-Z-4GB03_G7,FL V
970,Department5,Team10,34,SCID,S,SC,Italian,IDR,Male,21,35,2017,2017,5,1.0,1,2,8838,7.88,5,1,SF3-JPGB03_G12,FL VI
971,Department1,Team11,56,DSCI,D,DS,Japanese,MKD,Male,34,21,2017,2017,1,1.0,3,3,16365,8.04,1,5,SF-Z-4GB03_G7,FL II
972,Department2,Team12,34,ISD,I,IS,Scottish,RUB,Female,30,27,2017,2017,3,1.0,1,4,1738,11.09,2,3,SF3-JPGB03_G12,FL V
973,Department3,Team13,44,IDS,I,ID,British,CNY,Female,19,9,2017,2017,1,1.0,2,1,14242,26.5,4,5,SF-Z-4GB03_G7,FL II
974,Department4,Team14,34,SCID,S,SC,Irish,PLN,Male,34,10,2016,2016,5,1.0,1,3,14556,5.92,2,5,FG-63GB03_G9,FL I
975,Department5,Team15,61,SCD,S,SC,British,COP,Male,40,78,2016,2016,5,1.0,4,1,4430,24.56,1,4,SF1-UK-IEGB3_G9,FL I
976,Department1,Team1,40,SDC,S,SD,Scottish,EUR,Female,30,65,2016,2016,4,1.0,1,4,17341,19.93,4,2,FG-63GB03_G9,FL V
977,Department2,Team2,32,S,S,S,Spanish,RUB,Male,15,70,2017,2017,2,1.0,1,4,11542,9.85,2,3,SF-Z-4GB03_G7,FL VI
978,Department3,Team3,63,DIS,D,DI,British,RUB,Male,37,27,2017,2017,5,1.0,4,2,15017,11.61,4,1,SF-Z-4GB03_G7,FL II
979,Department4,Team4,34,SCI,S,SC,Spanish,CNY,Female,17,53,2017,2017,1,1.0,3,4,10325,6.66,4,4,SF-Z-4GB03_G7,FL I
980,Department5,Team5,40,IDC,I,ID,British,JPY,Female,6,46,2017,2017,4,1.0,2,3,13037,8.42,3,2,SF-Z-4GB03_G7,FL V
981,Department1,Team6,31,DCS,D,DC,Polish,CNY,Female,14,19,2016,2016,3,1.0,2,2,18689,26.82,3,4,SF3-JPGB03_G12,FL II
982,Department2,Team7,56,CID,C,CI,French,MYR,Female,14,86,2016,2016,1,1.0,3,1,7902,2.02,3,3,FG-63GB03_G9,FL VI
983,Department3,Team8,31,DSI,D,DS,Scottish,EUR,Male,7,69,2017,2017,1,1.0,1,3,3227,29.59,2,4,SF3-JPGB03_G12,FL I
984,Department4,Team9,40,CDSI,C,CD,German,USD,Female,0,62,2017,2017,3,1.0,2,3,6316,14.98,4,1,SF-Z-1GB03_G10,FL II
985,Department5,Team10,54,DIS,D,DI,Italian,SEK,Male,25,118,2017,2017,2,1.0,2,2,11879,5.64,1,3,FG-63GB03_G9,FL VI
986,Department1,Team11,54,DIC,D,DI,Irish,CNY,Female,18,54,2017,2017,5,1.0,1,2,17209,5.19,3,1,SF-Z-4GB03_G7,FL II
987,Department2,Team12,76,D,D,D,British,BRL,Male,9,40,2017,2017,2,1.0,2,3,1885,16.89,3,1,SF-Z-4GB03_G7,FL V
988,Department3,Team13,54,CI,C,CI,Irish,USD,Female,35,55,2016,2016,4,0.5,4,1,18463,29.42,1,2,SF1-UK-IEGB3_G9,FL II
989,Department4,Team14,22,CSDI,C,CS,American,XOF,Female,16,89,2016,2016,1,1.0,1,4,6961,8.08,1,1,FG-63GB03_G9,FL VI
990,Department5,Team15,23,ISDC,I,IS,British,EUR,Female,38,112,2017,2017,3,0.8,3,2,9027,12.61,3,1,SF3-JPGB03_G12,FL II
991,Department1,Team1,34,DSIC,D,DS,American,CNY,Female,39,88,2017,2017,1,1.0,2,1,15655,11.33,5,4,SF-Z-1GB03_G10,FL I
992,Department2,Team2,20,SIC,S,SI,Scottish,PHP,Male,23,105,2016,2016,1,1.0,1,1,6765,11.33,1,4,SF3-JPGB03_G12,FL V
993,Department3,Team3,22,SDCI,S,SD,Irish,HTG,Male,7,82,2016,2016,1,1.0,1,4,18051,10.48,5,4,SF-Z-1GB03_G10,FL VI
994,Department4,Team4,56,SD,S,SD,Italian,USD,Female,19,66,2017,2017,3,1.0,1,3,18990,16.91,1,4,SF-Z-1GB03_G10,FL VI
995,Department5,Team5,34,ICDS,I,IC,American,RUB,Male,34,43,2016,2016,3,1.0,1,2,13353,5.04,5,3,FG-63GB03_G9,FL V
996,Department1,Team6,40,IC,I,IC,Irish,MXN,Male,19,73,2016,2016,3,1.0,4,1,11064,15.43,5,1,SF3-JPGB03_G12,FL VI
997,Department2,Team7,25,DCSI,D,DC,Scottish,GEL,Male,39,81,2016,2016,1,0.4,2,1,12735,17.44,3,3,FG-63GB03_G9,FL I
998,Department3,Team8,76,DISC,D,DI,American,PHP,Male,30,113,2016,2016,1,1.0,4,4,2736,29.42,5,1,SF1-UK-IEGB3_G9,FL I
999,Department4,Team9,56,DCSI,D,DC,Italian,NGN,Male,39,41,2017,2017,5,1.0,3,2,16853,4.16,3,1,FG-63GB03_G9,FL II
1000,Department5,Team10,23,CISD,C,CI,Polish,IDR,Female,23,61,2016,2016,3,1.0,2,4,6499,7.02,4,5,SF-Z-4GB03_G7,FL V
